model,threshold,net_benefit,treat_all_net_benefit,treat_none_net_benefit
first_visit_LASSO_logistic,0.01,0.011108966522979262,0.004911106821934847,0.0
first_visit_LASSO_logistic,0.02,0.008983635917211893,-0.0052428614758005115,0.0
first_visit_LASSO_logistic,0.03,0.007897943251544932,-0.015606189944623199,0.0
first_visit_LASSO_logistic,0.04,0.006914956357631515,-0.02618542108987969,0.0
first_visit_LASSO_logistic,0.05,0.006257682422617051,-0.03698737289082579,0.0
first_visit_LASSO_logistic,0.060000000000000005,0.005450904217674782,-0.04801915345349417,0.0
first_visit_LASSO_logistic,0.06999999999999999,0.004600141542816703,-0.05928817660890806,0.0
first_visit_LASSO_logistic,0.08,0.0041385888796578365,-0.07080217852857011,0.0
first_visit_LASSO_logistic,0.09,0.0033791403218154815,-0.08256923543547748,0.0
first_visit_LASSO_logistic,0.09999999999999999,0.0025163167413698208,-0.09459778249587167,0.0
first_visit_LASSO_logistic,0.11,0.0018249481142202824,-0.10689663398458933,0.0
first_visit_LASSO_logistic,0.12,0.0014315125780093932,-0.11947500482532328,0.0
first_visit_LASSO_logistic,0.13,0.0003538570417551297,-0.13234253361641898,0.0
first_visit_LASSO_logistic,0.14,-0.00024687700587567446,-0.14550930726312153,0.0
first_visit_LASSO_logistic,0.15000000000000002,-0.0010823862453686415,-0.15898588734857005,0.0
first_visit_LASSO_logistic,0.16,-0.002527550298250936,-0.17278333838843396,0.0
first_visit_LASSO_logistic,0.17,-0.0034405136469444677,-0.18691325812805365,0.0
first_visit_LASSO_logistic,0.18000000000000002,-0.004030518012186493,-0.20138781005644454,0.0
first_visit_LASSO_logistic,0.19,-0.0047311997064297135,-0.2162197583287463,0.0
first_visit_LASSO_logistic,0.2,-0.0058386411889596625,-0.23142250530785563,0.0
first_visit_LASSO_logistic,0.21000000000000002,-0.006472448421976765,-0.2470101319573222,0.0
first_visit_LASSO_logistic,0.22,-0.007367485074491441,-0.2629974413413904,0.0
first_visit_LASSO_logistic,0.23,-0.008046801040431616,-0.2794000055146552,0.0
first_visit_LASSO_logistic,0.24000000000000002,-0.008585689276269234,-0.2962342161135323,0.0
first_visit_LASSO_logistic,0.25,-0.009200283085633403,-0.31351733899504597,0.0
first_visit_LASSO_logistic,0.26,-0.009783669019337811,-0.3312675733057899,0.0
first_visit_LASSO_logistic,0.27,-0.010465443193826408,-0.34950411540586923,0.0
first_visit_LASSO_logistic,0.28,-0.010989227018951015,-0.3682472281198397,0.0
first_visit_LASSO_logistic,0.29000000000000004,-0.012200592087557197,-0.38751831583983737,0.0
first_visit_LASSO_logistic,0.3,-0.012991608533009812,-0.40734000606612075,0.0
first_visit_LASSO_logistic,0.31,-0.013774782813830173,-0.4277362380380935,0.0
first_visit_LASSO_logistic,0.32,-0.01454976895216686,-0.4487323591857126,0.0
first_visit_LASSO_logistic,0.33,-0.015490488111459692,-0.4703552302183352,0.0
first_visit_LASSO_logistic,0.34,-0.016255978039417536,-0.4926333397670978,0.0
first_visit_LASSO_logistic,0.35000000000000003,-0.016821819369590076,-0.5155969296096685,0.0
first_visit_LASSO_logistic,0.36000000000000004,-0.01775920028308564,-0.5392781316348196,0.0
first_visit_LASSO_logistic,0.37,-0.01849605140475629,-0.5637111178512453,0.0
first_visit_LASSO_logistic,0.38,-0.01900554756523526,-0.5889322649133621,0.0
first_visit_LASSO_logistic,0.39,-0.019711577506294015,-0.6149803348299746,0.0
first_visit_LASSO_logistic,0.4,-0.02064166076904931,-0.6418966737438075,0.0
first_visit_LASSO_logistic,0.41000000000000003,-0.021825182626219006,-0.669725430925906,0.0
first_visit_LASSO_logistic,0.42000000000000004,-0.022781072308856197,-0.6985138004246285,0.0
first_visit_LASSO_logistic,0.43,-0.023745669907252208,-0.7283122881513763,0.0
first_visit_LASSO_logistic,0.44,-0.024719441916894146,-0.7591750075826509,0.0
first_visit_LASSO_logistic,0.45,-0.0257028887602136,-0.7911600077205172,0.0
first_visit_LASSO_logistic,0.46,-0.026093680375350578,-0.8243296374931195,0.0
first_visit_LASSO_logistic,0.47000000000000003,-0.027700997476264873,-0.858750951408084,0.0
first_visit_LASSO_logistic,0.48000000000000004,-0.028390222657738585,-0.8944961620120856,0.0
first_visit_LASSO_logistic,0.49,-0.029064846037494964,-0.93164314558095,0.0
first_visit_LASSO_logistic,0.5,-0.02937013446567587,-0.970276008492569,0.0
first_visit_LASSO_logistic,0.51,-0.030720568482169936,-1.010485722951601,0.0
first_visit_LASSO_logistic,0.52,-0.03211252653927814,-1.0523708421797595,0.0
first_visit_LASSO_logistic,0.53,-0.03314962882654983,-1.0960383069069886,0.0
first_visit_LASSO_logistic,0.54,-0.03378565494322902,-1.1416043570571404,0.0
first_visit_LASSO_logistic,0.55,-0.03526775182826139,-1.1891955649917436,0.0
