model,fpr,tpr,threshold,auc
LASSO_logistic,0.0,0.0,inf,0.8196178761116285
LASSO_logistic,0.0003786444528587656,0.0,0.9998922774451781,0.8196178761116285
LASSO_logistic,0.0003786444528587656,0.005405405405405406,0.9997841627281308,0.8196178761116285
LASSO_logistic,0.0007572889057175312,0.005405405405405406,0.9996831449433878,0.8196178761116285
LASSO_logistic,0.0007572889057175312,0.010810810810810811,0.999594588611601,0.8196178761116285
LASSO_logistic,0.001135933358576297,0.010810810810810811,0.9994138686478592,0.8196178761116285
LASSO_logistic,0.001135933358576297,0.016216216216216217,0.9994034664431796,0.8196178761116285
LASSO_logistic,0.001893222264293828,0.016216216216216217,0.9984226109115977,0.8196178761116285
LASSO_logistic,0.001893222264293828,0.021621621621621623,0.9980991950694147,0.8196178761116285
LASSO_logistic,0.003029155622870125,0.021621621621621623,0.9970403383551004,0.8196178761116285
LASSO_logistic,0.003029155622870125,0.02702702702702703,0.9961493301505854,0.8196178761116285
LASSO_logistic,0.003786444528587656,0.02702702702702703,0.9956988733269908,0.8196178761116285
LASSO_logistic,0.003786444528587656,0.043243243243243246,0.9952251640276487,0.8196178761116285
LASSO_logistic,0.004922377887163953,0.043243243243243246,0.9946972297653082,0.8196178761116285
LASSO_logistic,0.004922377887163953,0.04864864864864865,0.9941377329367511,0.8196178761116285
LASSO_logistic,0.006436955698599016,0.04864864864864865,0.9915599323493653,0.8196178761116285
LASSO_logistic,0.006436955698599016,0.05945945945945946,0.9908364191783366,0.8196178761116285
LASSO_logistic,0.006815600151457781,0.05945945945945946,0.9905760288778191,0.8196178761116285
LASSO_logistic,0.006815600151457781,0.06486486486486487,0.9905321334058876,0.8196178761116285
LASSO_logistic,0.00870882241575161,0.06486486486486487,0.9881700430234793,0.8196178761116285
LASSO_logistic,0.00870882241575161,0.08108108108108109,0.9863317312432166,0.8196178761116285
LASSO_logistic,0.00946611132146914,0.08108108108108109,0.9855154797566267,0.8196178761116285
LASSO_logistic,0.00946611132146914,0.0918918918918919,0.985304788039815,0.8196178761116285
LASSO_logistic,0.010602044680045438,0.0918918918918919,0.9841640471463053,0.8196178761116285
LASSO_logistic,0.010602044680045438,0.0972972972972973,0.9838565512073555,0.8196178761116285
LASSO_logistic,0.011359333585762969,0.0972972972972973,0.9812048502424345,0.8196178761116285
LASSO_logistic,0.011359333585762969,0.10810810810810811,0.9793449899522497,0.8196178761116285
LASSO_logistic,0.011737978038621734,0.10810810810810811,0.9790409494315567,0.8196178761116285
LASSO_logistic,0.011737978038621734,0.13513513513513514,0.9766375351610445,0.8196178761116285
LASSO_logistic,0.0121166224914805,0.13513513513513514,0.9754905106555073,0.8196178761116285
LASSO_logistic,0.0121166224914805,0.14054054054054055,0.9744484176142455,0.8196178761116285
LASSO_logistic,0.012873911397198031,0.14054054054054055,0.9725615020722757,0.8196178761116285
LASSO_logistic,0.012873911397198031,0.14594594594594595,0.9693785136440224,0.8196178761116285
LASSO_logistic,0.014388489208633094,0.14594594594594595,0.9663331349647993,0.8196178761116285
LASSO_logistic,0.014388489208633094,0.15135135135135136,0.9654933640971431,0.8196178761116285
LASSO_logistic,0.015145778114350625,0.15135135135135136,0.9646466880768426,0.8196178761116285
LASSO_logistic,0.015145778114350625,0.16216216216216217,0.9640501663349469,0.8196178761116285
LASSO_logistic,0.01628171147292692,0.16216216216216217,0.9605318337789951,0.8196178761116285
LASSO_logistic,0.01628171147292692,0.17297297297297298,0.9601372142242174,0.8196178761116285
LASSO_logistic,0.01741764483150322,0.17297297297297298,0.9587344423346714,0.8196178761116285
LASSO_logistic,0.01741764483150322,0.1837837837837838,0.9582455812299888,0.8196178761116285
LASSO_logistic,0.01817493373722075,0.1837837837837838,0.9568189292695862,0.8196178761116285
LASSO_logistic,0.01817493373722075,0.1945945945945946,0.9538337027936903,0.8196178761116285
LASSO_logistic,0.019310867095797046,0.1945945945945946,0.9523132028155179,0.8196178761116285
LASSO_logistic,0.019310867095797046,0.2,0.9506739361972857,0.8196178761116285
LASSO_logistic,0.020446800454373342,0.2,0.9480306652127982,0.8196178761116285
LASSO_logistic,0.020446800454373342,0.20540540540540542,0.9464763654843807,0.8196178761116285
LASSO_logistic,0.020825444907232107,0.20540540540540542,0.9464623895948578,0.8196178761116285
LASSO_logistic,0.020825444907232107,0.21081081081081082,0.9449325068607999,0.8196178761116285
LASSO_logistic,0.02158273381294964,0.21081081081081082,0.9446611316453487,0.8196178761116285
LASSO_logistic,0.02158273381294964,0.22162162162162163,0.9444886323415349,0.8196178761116285
LASSO_logistic,0.021961378265808407,0.22162162162162163,0.9436083281884335,0.8196178761116285
LASSO_logistic,0.021961378265808407,0.22702702702702704,0.9425226798932317,0.8196178761116285
LASSO_logistic,0.022340022718667172,0.22702702702702704,0.9389356164437757,0.8196178761116285
LASSO_logistic,0.022340022718667172,0.23243243243243245,0.938816334439813,0.8196178761116285
LASSO_logistic,0.023097311624384703,0.23243243243243245,0.9384126163644975,0.8196178761116285
LASSO_logistic,0.023097311624384703,0.23783783783783785,0.9377931354579445,0.8196178761116285
LASSO_logistic,0.025369178341537298,0.23783783783783785,0.9298728505140006,0.8196178761116285
LASSO_logistic,0.025369178341537298,0.24324324324324326,0.9284526855341012,0.8196178761116285
LASSO_logistic,0.026126467247254828,0.24324324324324326,0.9270835990411205,0.8196178761116285
LASSO_logistic,0.026126467247254828,0.24864864864864866,0.9268096577365214,0.8196178761116285
LASSO_logistic,0.027262400605831124,0.24864864864864866,0.9194465233687987,0.8196178761116285
LASSO_logistic,0.027262400605831124,0.25405405405405407,0.918095993301979,0.8196178761116285
LASSO_logistic,0.03029155622870125,0.25405405405405407,0.9110724327421449,0.8196178761116285
LASSO_logistic,0.03029155622870125,0.2594594594594595,0.9087389089833118,0.8196178761116285
LASSO_logistic,0.03294206739871261,0.2594594594594595,0.9014517562613604,0.8196178761116285
LASSO_logistic,0.03294206739871261,0.2702702702702703,0.9000762129028552,0.8196178761116285
LASSO_logistic,0.03445664521014767,0.2702702702702703,0.8973696303075105,0.8196178761116285
LASSO_logistic,0.03445664521014767,0.2756756756756757,0.896635411092991,0.8196178761116285
LASSO_logistic,0.0363498674744415,0.2756756756756757,0.8932952221565116,0.8196178761116285
LASSO_logistic,0.0363498674744415,0.2810810810810811,0.8925896897153424,0.8196178761116285
LASSO_logistic,0.03672851192730026,0.2810810810810811,0.8904629871010367,0.8196178761116285
LASSO_logistic,0.03672851192730026,0.2918918918918919,0.888638183080981,0.8196178761116285
LASSO_logistic,0.040136312003029154,0.2918918918918919,0.8810637795077506,0.8196178761116285
LASSO_logistic,0.040136312003029154,0.3027027027027027,0.8795819814053295,0.8196178761116285
LASSO_logistic,0.040893600908746684,0.3027027027027027,0.879217372948165,0.8196178761116285
LASSO_logistic,0.040893600908746684,0.3081081081081081,0.8767580234949538,0.8196178761116285
LASSO_logistic,0.042029534267322984,0.3081081081081081,0.8712156563475181,0.8196178761116285
LASSO_logistic,0.042029534267322984,0.31891891891891894,0.8682746272212687,0.8196178761116285
LASSO_logistic,0.04240817872018175,0.31891891891891894,0.8678189708269516,0.8196178761116285
LASSO_logistic,0.04240817872018175,0.32972972972972975,0.8650406898878984,0.8196178761116285
LASSO_logistic,0.04316546762589928,0.32972972972972975,0.8633655119719337,0.8196178761116285
LASSO_logistic,0.04316546762589928,0.33513513513513515,0.862493018654855,0.8196178761116285
LASSO_logistic,0.045437334343051874,0.33513513513513515,0.8593039530718112,0.8196178761116285
LASSO_logistic,0.045437334343051874,0.34054054054054056,0.8582175326548955,0.8196178761116285
LASSO_logistic,0.05187429004165089,0.34054054054054056,0.8426934804222316,0.8196178761116285
LASSO_logistic,0.05187429004165089,0.3567567567567568,0.8409100479292575,0.8196178761116285
LASSO_logistic,0.05376751230594472,0.3567567567567568,0.8294705476632769,0.8196178761116285
LASSO_logistic,0.05376751230594472,0.3621621621621622,0.8279036666185189,0.8196178761116285
LASSO_logistic,0.05528209011737978,0.3621621621621622,0.8273371425175355,0.8196178761116285
LASSO_logistic,0.05528209011737978,0.3675675675675676,0.8259980795043665,0.8196178761116285
LASSO_logistic,0.0605831124574025,0.3675675675675676,0.8111187548287595,0.8196178761116285
LASSO_logistic,0.0605831124574025,0.372972972972973,0.8109324516650156,0.8196178761116285
LASSO_logistic,0.06134040136312003,0.372972972972973,0.8105823174599444,0.8196178761116285
LASSO_logistic,0.06134040136312003,0.3783783783783784,0.8099784474432682,0.8196178761116285
LASSO_logistic,0.0617190458159788,0.3783783783783784,0.8090009247074063,0.8196178761116285
LASSO_logistic,0.0617190458159788,0.3891891891891892,0.8062660441159768,0.8196178761116285
LASSO_logistic,0.06550549034456646,0.3891891891891892,0.7978075063672841,0.8196178761116285
LASSO_logistic,0.06550549034456646,0.3945945945945946,0.7957273825861725,0.8196178761116285
LASSO_logistic,0.06853464596743658,0.3945945945945946,0.7903495278187457,0.8196178761116285
LASSO_logistic,0.06853464596743658,0.4,0.7896709077471514,0.8196178761116285
LASSO_logistic,0.072699734948883,0.4,0.7827418686550616,0.8196178761116285
LASSO_logistic,0.072699734948883,0.41081081081081083,0.7810135697093964,0.8196178761116285
LASSO_logistic,0.07307837940174176,0.41081081081081083,0.7799237667846081,0.8196178761116285
LASSO_logistic,0.07307837940174176,0.42162162162162165,0.7758802824513925,0.8196178761116285
LASSO_logistic,0.07459295721317682,0.42162162162162165,0.7697145865784873,0.8196178761116285
LASSO_logistic,0.07459295721317682,0.42702702702702705,0.7683546245863626,0.8196178761116285
LASSO_logistic,0.07497160166603559,0.42702702702702705,0.7682095775651544,0.8196178761116285
LASSO_logistic,0.07497160166603559,0.43783783783783786,0.7670930891275323,0.8196178761116285
LASSO_logistic,0.0825444907232109,0.43783783783783786,0.7493861760664979,0.8196178761116285
LASSO_logistic,0.0825444907232109,0.4486486486486487,0.7451496074096009,0.8196178761116285
LASSO_logistic,0.08405906853464597,0.4486486486486487,0.7385804324901104,0.8196178761116285
LASSO_logistic,0.08405906853464597,0.4540540540540541,0.7384567229766039,0.8196178761116285
LASSO_logistic,0.0848163574403635,0.4540540540540541,0.7348862497428706,0.8196178761116285
LASSO_logistic,0.0848163574403635,0.4594594594594595,0.7336486654077321,0.8196178761116285
LASSO_logistic,0.08784551306323363,0.4594594594594595,0.7251672966247077,0.8196178761116285
LASSO_logistic,0.08784551306323363,0.4702702702702703,0.7235048694313398,0.8196178761116285
LASSO_logistic,0.08898144642180993,0.4702702702702703,0.713387513612302,0.8196178761116285
LASSO_logistic,0.08898144642180993,0.4756756756756757,0.7125620211117771,0.8196178761116285
LASSO_logistic,0.09087466868610375,0.4756756756756757,0.7021539110396771,0.8196178761116285
LASSO_logistic,0.09087466868610375,0.4810810810810811,0.7013918198405198,0.8196178761116285
LASSO_logistic,0.09125331313896251,0.4810810810810811,0.6998709418060484,0.8196178761116285
LASSO_logistic,0.09125331313896251,0.4864864864864865,0.699756803503066,0.8196178761116285
LASSO_logistic,0.09655433547898523,0.4864864864864865,0.6898200720888593,0.8196178761116285
LASSO_logistic,0.09655433547898523,0.4972972972972973,0.6878675719502947,0.8196178761116285
LASSO_logistic,0.10602044680045437,0.4972972972972973,0.6697100932834721,0.8196178761116285
LASSO_logistic,0.10602044680045437,0.5027027027027027,0.6695018455193219,0.8196178761116285
LASSO_logistic,0.11094282468761833,0.5027027027027027,0.6566899135594214,0.8196178761116285
LASSO_logistic,0.11094282468761833,0.5081081081081081,0.6566056228077597,0.8196178761116285
LASSO_logistic,0.11662249148049982,0.5081081081081081,0.6351374959473199,0.8196178761116285
LASSO_logistic,0.11662249148049982,0.518918918918919,0.633739006811779,0.8196178761116285
LASSO_logistic,0.1177584248390761,0.518918918918919,0.6318397565711364,0.8196178761116285
LASSO_logistic,0.1177584248390761,0.5243243243243243,0.6307679654007529,0.8196178761116285
LASSO_logistic,0.12192351382052254,0.5243243243243243,0.6230257139755382,0.8196178761116285
LASSO_logistic,0.12192351382052254,0.5297297297297298,0.6220062370773766,0.8196178761116285
LASSO_logistic,0.1257099583491102,0.5297297297297298,0.6162582645149595,0.8196178761116285
LASSO_logistic,0.1257099583491102,0.5405405405405406,0.6157181007851609,0.8196178761116285
LASSO_logistic,0.12836046951912156,0.5405405405405406,0.609460375843743,0.8196178761116285
LASSO_logistic,0.12836046951912156,0.5459459459459459,0.6091022468356185,0.8196178761116285
LASSO_logistic,0.12911775842483908,0.5459459459459459,0.6078614847927034,0.8196178761116285
LASSO_logistic,0.12911775842483908,0.5513513513513514,0.6076169814327607,0.8196178761116285
LASSO_logistic,0.13101098068913292,0.5513513513513514,0.604150354032051,0.8196178761116285
LASSO_logistic,0.13101098068913292,0.5567567567567567,0.6040518660544122,0.8196178761116285
LASSO_logistic,0.13517606967057932,0.5567567567567567,0.5986866197013713,0.8196178761116285
LASSO_logistic,0.13517606967057932,0.5621621621621622,0.5975783261485762,0.8196178761116285
LASSO_logistic,0.1366906474820144,0.5621621621621622,0.5958510579403976,0.8196178761116285
LASSO_logistic,0.1366906474820144,0.5675675675675675,0.5953809246571172,0.8196178761116285
LASSO_logistic,0.1431276031806134,0.5675675675675675,0.5849002665604541,0.8196178761116285
LASSO_logistic,0.1431276031806134,0.572972972972973,0.5845172022769739,0.8196178761116285
LASSO_logistic,0.1575160923892465,0.572972972972973,0.5580202955242992,0.8196178761116285
LASSO_logistic,0.1575160923892465,0.5783783783783784,0.5579643138890197,0.8196178761116285
LASSO_logistic,0.16130253691783417,0.5783783783783784,0.5518263123964646,0.8196178761116285
LASSO_logistic,0.16130253691783417,0.5837837837837838,0.5518114230217003,0.8196178761116285
LASSO_logistic,0.1650889814464218,0.5837837837837838,0.5477849556982061,0.8196178761116285
LASSO_logistic,0.1650889814464218,0.5891891891891892,0.5476743970320225,0.8196178761116285
LASSO_logistic,0.16660355925785686,0.5891891891891892,0.5440057540760167,0.8196178761116285
LASSO_logistic,0.16660355925785686,0.5945945945945946,0.5430876282443127,0.8196178761116285
LASSO_logistic,0.16811813706929193,0.5945945945945946,0.5417922698631629,0.8196178761116285
LASSO_logistic,0.16811813706929193,0.6,0.5396416039940628,0.8196178761116285
LASSO_logistic,0.169632714880727,0.6,0.5370662133062853,0.8196178761116285
LASSO_logistic,0.169632714880727,0.6054054054054054,0.5367793292849597,0.8196178761116285
LASSO_logistic,0.17039000378644453,0.6054054054054054,0.5357059330040951,0.8196178761116285
LASSO_logistic,0.17039000378644453,0.6108108108108108,0.5328352220829062,0.8196178761116285
LASSO_logistic,0.17569102612646725,0.6108108108108108,0.5236486177797053,0.8196178761116285
LASSO_logistic,0.17569102612646725,0.6162162162162163,0.5228678468986837,0.8196178761116285
LASSO_logistic,0.1783415372964786,0.6162162162162163,0.5184394238397658,0.8196178761116285
LASSO_logistic,0.1783415372964786,0.6216216216216216,0.518113494649124,0.8196178761116285
LASSO_logistic,0.18023475956077242,0.6216216216216216,0.5141794635080794,0.8196178761116285
LASSO_logistic,0.18023475956077242,0.6270270270270271,0.5138739813926033,0.8196178761116285
LASSO_logistic,0.18894358197652406,0.6270270270270271,0.5029345424982344,0.8196178761116285
LASSO_logistic,0.18894358197652406,0.6324324324324324,0.5027370584897087,0.8196178761116285
LASSO_logistic,0.1904581597879591,0.6324324324324324,0.5016185713039153,0.8196178761116285
LASSO_logistic,0.1904581597879591,0.6432432432432432,0.5011196699811705,0.8196178761116285
LASSO_logistic,0.19197273759939418,0.6432432432432432,0.49764439882625194,0.8196178761116285
LASSO_logistic,0.19197273759939418,0.6486486486486487,0.497273515526986,0.8196178761116285
LASSO_logistic,0.1991669822037107,0.6486486486486487,0.4866914079278489,0.8196178761116285
LASSO_logistic,0.1991669822037107,0.6594594594594595,0.4860703706157184,0.8196178761116285
LASSO_logistic,0.20030291556228702,0.6594594594594595,0.4848111312480049,0.8196178761116285
LASSO_logistic,0.20030291556228702,0.6648648648648648,0.48372806960436837,0.8196178761116285
LASSO_logistic,0.20333207118515714,0.6648648648648648,0.4804408344406124,0.8196178761116285
LASSO_logistic,0.20333207118515714,0.6702702702702703,0.4795839256614614,0.8196178761116285
LASSO_logistic,0.2071185157137448,0.6702702702702703,0.47551220443817377,0.8196178761116285
LASSO_logistic,0.2071185157137448,0.6756756756756757,0.47471654622390697,0.8196178761116285
LASSO_logistic,0.2313517606967058,0.6756756756756757,0.45360680279142357,0.8196178761116285
