auc,average_precision,accuracy,sensitivity,specificity,precision,f1,brier,threshold,tp,fp,tn,fn,model,cv_auc_mean,cv_auc_sd
0.8634260159440016,0.33586703210576585,0.8354564755838642,0.6594594594594595,0.8477849299507763,0.23282442748091603,0.3441466854724965,0.10859975389162575,0.5,122,402,2239,63,GradientBoosting,0.8955362662285374,0.020001942523591224
0.8529017468813,0.27974395019612786,0.9299363057324841,0.12432432432432433,0.9863687996970845,0.3898305084745763,0.1885245901639344,0.058977128969779774,0.5,23,36,2605,162,RandomForest,0.8847645097632999,0.01992184850418134
0.8196178761116285,0.2626747197560961,0.7983014861995754,0.6432432432432432,0.8091631957591822,0.19101123595505617,0.29455445544554454,0.15882753278736902,0.5,119,504,2137,66,LASSO_logistic,0.8520703945456957,0.011738633113259652
