model,threshold,net_benefit,treat_all_net_benefit,treat_none_net_benefit
RandomForest,0.38,-0.008184370933497706,-0.5073168504440335,0.0
RandomForest,0.39,-0.008109707284814315,-0.5320269627463947,0.0
RandomForest,0.4,-0.0077848549186128845,-0.5575607454588347,0.0
RandomForest,0.41000000000000003,-0.007035157796250316,-0.5839600801276286,0.0
RandomForest,0.42000000000000004,-0.006747687727261642,-0.6112697366815532,0.0
RandomForest,0.43,-0.005792081051886614,-0.6395376267987731,0.0
RandomForest,0.44,-0.00626832473966232,-0.6688150844201799,0.0
RandomForest,0.45,-0.0068197902592807055,-0.6991571768641831,0.0
RandomForest,0.46,-0.0060024638934759265,-0.7306230505098164,0.0
RandomForest,0.47000000000000003,-0.00558159409259037,-0.7632763156137752,0.0
RandomForest,0.48000000000000004,-0.006042789482279929,-0.7971854755294248,0.0
RandomForest,0.49,-0.003691214631641756,-0.8324244064221584,0.0
RandomForest,0.5,-0.004600141542816703,-0.8690728945506017,0.0
RandomForest,0.51,-0.003264150670884065,-0.9072172393373485,0.0
RandomForest,0.52,-0.003214201462609107,-0.9469509318235436,0.0
RandomForest,0.53,-0.0027630964749815554,-0.9883754197346828,0.0
RandomForest,0.54,-0.0030616326656204814,-1.0316009723376105,0.0
RandomForest,0.55,-0.0029881261303766624,-1.0767476606117798,0.0
RandomForest,0.56,-0.0034098951296403536,-1.1239464710802294,0.0
RandomForest,0.5700000000000001,-0.002205434585822679,-1.1733405750588395,0.0
RandomForest,0.5800000000000001,-0.0023253462743908623,-1.2250867792269071,0.0
RandomForest,0.59,-0.0021058809314207783,-1.2793571884763433,0.0
RandomForest,0.6,-0.0007077140835102611,-1.3363411181882519,0.0
RandomForest,0.61,-9.073257480900817e-05,-1.3962473007058995,0.0
RandomForest,0.62,-0.0001862405482921741,-1.4593064401981601,0.0
RandomForest,0.63,-0.0006407681566917237,-1.5257741818251374,0.0
RandomForest,0.64,-0.0014547456161044276,-1.5959345757647247,0.0
RandomForest,0.65,-0.0015670811849155801,-1.6701041350722883,0.0
RandomForest,0.66,-0.0016860247283626833,-1.748636609633238,0.0
RandomForest,0.67,0.0003431341010958843,-1.8319286281069727,0.0
RandomForest,0.68,0.00030962491153573935,-1.9204263977353155,0.0
RandomForest,0.6900000000000001,0.0002739538387781656,-2.014633700888068,0.0
RandomForest,0.7000000000000001,-0.00047180938900684145,-2.11512149091767,0.0
RandomForest,0.7100000000000001,-0.0008663396539522175,-2.222539473363107,0.0
RandomForest,0.72,-0.0009099181073703366,-2.33763016884036,0.0
RandomForest,0.73,0.0,-2.4612461010196323,0.0
RandomForest,0.74,0.0,-2.594370951058849,0.0
RandomForest,0.75,0.0,-2.7381457891012033,0.0
RandomForest,0.76,0.0,-2.8939018636470872,0.0
RandomForest,0.77,0.0,-3.063201944675221,0.0
RandomForest,0.78,0.0,-3.2478929421604588,0.0
RandomForest,0.79,0.0,-3.4501735584538142,0.0
RandomForest,0.8,0.0,-3.672682236376505,0.0
RandomForest,0.81,0.0,-3.918612880396321,0.0
RandomForest,0.8200000000000001,0.0,-4.191869151529451,0.0
RandomForest,0.8300000000000001,0.0,-4.497273219266478,0.0
RandomForest,0.8400000000000001,0.0,-4.840852795470633,0.0
RandomForest,0.85,0.0,-5.230242981835338,0.0
RandomForest,0.86,0.0,-5.67526033768072,0.0
RandomForest,0.87,0.0,-6.188741902117698,0.0
RandomForest,0.88,0.0,-6.7878037272941745,0.0
RandomForest,0.89,0.0,-7.4957858843209175,0.0
RandomForest,0.9,0.0,-8.34536447275301,0.0
RandomForest,0.91,0.0,-9.383738303058902,0.0
RandomForest,0.92,0.0,-10.681705590941267,0.0
RandomForest,0.93,0.0,-12.35052067536145,0.0
RandomForest,0.9400000000000001,0.0,-14.575607454588361,0.0
RandomForest,0.9500000000000001,0.0,-17.69072894550604,0.0
RandomForest,0.9600000000000001,0.0,-22.36341118188256,0.0
RandomForest,0.97,0.0,-30.15121490917667,0.0
RandomForest,0.98,0.0,-45.726822363765,0.0
RandomForest,0.99,0.0,-92.45364472753,0.0
GradientBoosting,0.01,0.05619893199511034,0.05602379063100932,0.0
GradientBoosting,0.02,0.04897670320782241,0.04639138033132574,0.0
GradientBoosting,0.03,0.043444159899606746,0.03656036363371054,0.0
GradientBoosting,0.04,0.03830502476999292,0.02652453408822835,0.0
GradientBoosting,0.05,0.033802659515029615,0.01627742392073602,0.0
