model,bin,n,mean_pred,observed_rate
EWS,0,4310,0.013379737045630316,0.0002320185614849188
EWS,1,1314,0.07407407407407407,0.01141552511415525
EWS,2,1001,0.1111111111111111,0.008991008991008992
EWS,3,1221,0.16401249734583065,0.022113022113022112
EWS,4,766,0.23919350159559033,0.03655352480417755
EWS,5,808,0.371057939127246,0.07301980198019802
