model,fpr,tpr,threshold,auc
Bi-LSTM,0.49176604202157864,0.967479674796748,0.15178586542606354,0.8853986325212486
Bi-LSTM,0.5156161272004542,0.967479674796748,0.14478231966495514,0.8853986325212486
Bi-LSTM,0.5195911413969335,0.967479674796748,0.14465613663196564,0.8853986325212486
Bi-LSTM,0.6149914821124361,0.967479674796748,0.12291468679904938,0.8853986325212486
Bi-LSTM,0.6149914821124361,0.975609756097561,0.12273520976305008,0.8853986325212486
Bi-LSTM,0.6700738216922203,0.975609756097561,0.11135555058717728,0.8853986325212486
Bi-LSTM,0.6700738216922203,0.983739837398374,0.11133010685443878,0.8853986325212486
Bi-LSTM,0.7092561044860874,0.983739837398374,0.10448198765516281,0.8853986325212486
Bi-LSTM,0.7126632595116411,0.983739837398374,0.10447034239768982,0.8853986325212486
Bi-LSTM,0.7688813174332766,0.983739837398374,0.09162434190511703,0.8853986325212486
Bi-LSTM,0.7688813174332766,0.991869918699187,0.09156889468431473,0.8853986325212486
Bi-LSTM,0.948892674616695,0.991869918699187,0.043470416218042374,0.8853986325212486
Bi-LSTM,0.948892674616695,1.0,0.04321945086121559,0.8853986325212486
Bi-LSTM,1.0,1.0,0.015179986134171486,0.8853986325212486
Transformer,0.0,0.0,inf,0.8915942992479328
Transformer,0.0,0.008130081300813009,0.9699947834014893,0.8915942992479328
Transformer,0.0,0.032520325203252036,0.9693580865859985,0.8915942992479328
Transformer,0.0005678591709256105,0.032520325203252036,0.9689353108406067,0.8915942992479328
Transformer,0.0005678591709256105,0.04878048780487805,0.9680581092834473,0.8915942992479328
Transformer,0.0017035775127768314,0.04878048780487805,0.9666225910186768,0.8915942992479328
Transformer,0.0017035775127768314,0.056910569105691054,0.9661936163902283,0.8915942992479328
Transformer,0.002271436683702442,0.056910569105691054,0.9659897685050964,0.8915942992479328
Transformer,0.002271436683702442,0.07317073170731707,0.9643697738647461,0.8915942992479328
Transformer,0.0028392958546280523,0.07317073170731707,0.9641490578651428,0.8915942992479328
Transformer,0.0028392958546280523,0.08943089430894309,0.9634515643119812,0.8915942992479328
Transformer,0.0034071550255536627,0.08943089430894309,0.9632158279418945,0.8915942992479328
Transformer,0.0034071550255536627,0.11382113821138211,0.9606757164001465,0.8915942992479328
Transformer,0.003975014196479273,0.11382113821138211,0.9605926871299744,0.8915942992479328
Transformer,0.003975014196479273,0.12195121951219512,0.9603110551834106,0.8915942992479328
Transformer,0.005110732538330494,0.12195121951219512,0.9593076109886169,0.8915942992479328
Transformer,0.005110732538330494,0.14634146341463414,0.9581299424171448,0.8915942992479328
Transformer,0.0068143100511073255,0.14634146341463414,0.9572973251342773,0.8915942992479328
Transformer,0.0068143100511073255,0.15447154471544716,0.9571399688720703,0.8915942992479328
Transformer,0.0073821692220329355,0.15447154471544716,0.9563407301902771,0.8915942992479328
Transformer,0.0073821692220329355,0.2032520325203252,0.9538075923919678,0.8915942992479328
Transformer,0.010221465076660987,0.2032520325203252,0.9517349600791931,0.8915942992479328
