model,precision,recall,threshold,average_precision
Bi-LSTM,0.0745721271393643,0.991869918699187,0.07210458070039749,0.42869403401119865
Bi-LSTM,0.0746177370030581,0.991869918699187,0.07214079797267914,0.42869403401119865
Bi-LSTM,0.07466340269277846,0.991869918699187,0.07231000065803528,0.42869403401119865
Bi-LSTM,0.0747091243110839,0.991869918699187,0.0725855827331543,0.42869403401119865
Bi-LSTM,0.07475490196078431,0.991869918699187,0.07274505496025085,0.42869403401119865
Bi-LSTM,0.07480073574494175,0.991869918699187,0.07282296568155289,0.42869403401119865
Bi-LSTM,0.07484662576687116,0.991869918699187,0.07285114377737045,0.42869403401119865
Bi-LSTM,0.0748925721301412,0.991869918699187,0.07320573180913925,0.42869403401119865
Bi-LSTM,0.07493857493857493,0.991869918699187,0.07329065352678299,0.42869403401119865
Bi-LSTM,0.07498463429625077,0.991869918699187,0.07337858527898788,0.42869403401119865
Bi-LSTM,0.07503075030750307,0.991869918699187,0.0734202191233635,0.42869403401119865
Bi-LSTM,0.07507692307692308,0.991869918699187,0.07389187812805176,0.42869403401119865
Bi-LSTM,0.07512315270935961,0.991869918699187,0.0739516168832779,0.42869403401119865
Bi-LSTM,0.0751694393099199,0.991869918699187,0.07422294467687607,0.42869403401119865
Bi-LSTM,0.0752157829839704,0.991869918699187,0.0743798166513443,0.42869403401119865
Bi-LSTM,0.07526218383713756,0.991869918699187,0.07448246330022812,0.42869403401119865
