covariate,coef,exp(coef),se(coef),coef lower 95%,coef upper 95%,exp(coef) lower 95%,exp(coef) upper 95%,cmp to,z,p,-log2(p)
APL_group_code,0.19167545666701508,1.2112773411815858,0.040555612564157885,0.1121879166703055,0.2711629966637247,1.1187230676075892,1.3114888212661528,0.0,4.726237493362717,2.287181328048598e-06,18.737997821980215
